message_id,channel_name,detected_class,confidence_score,image_category
26385,lobelia4cosmetics,sports ball,0.368,other
26386,lobelia4cosmetics,,,other
26387,lobelia4cosmetics,,,other
26388,lobelia4cosmetics,bottle,0.6695,other
26388,lobelia4cosmetics,vase,0.6104,other
26389,lobelia4cosmetics,,,other
26390,lobelia4cosmetics,,,other
26391,lobelia4cosmetics,,,other
26392,lobelia4cosmetics,,,other
26393,lobelia4cosmetics,bottle,0.6768,other
26394,lobelia4cosmetics,bottle,0.8742,other
26395,lobelia4cosmetics,,,other
26396,lobelia4cosmetics,bottle,0.5097,other
26396,lobelia4cosmetics,bottle,0.5074,other
26396,lobelia4cosmetics,dining table,0.4609,other
26396,lobelia4cosmetics,bottle,0.4239,other
26396,lobelia4cosmetics,bottle,0.4207,other
26396,lobelia4cosmetics,cup,0.3684,other
26397,lobelia4cosmetics,,,other
26398,lobelia4cosmetics,bottle,0.6433,other
26398,lobelia4cosmetics,bottle,0.6279,other
26398,lobelia4cosmetics,bottle,0.4022,other
26398,lobelia4cosmetics,bottle,0.3563,other
26399,lobelia4cosmetics,,,other
26400,lobelia4cosmetics,,,other
26401,lobelia4cosmetics,,,other
26402,lobelia4cosmetics,,,other
26403,lobelia4cosmetics,,,other
26404,lobelia4cosmetics,,,other
26405,lobelia4cosmetics,,,other
26406,lobelia4cosmetics,bottle,0.8619,other
26407,lobelia4cosmetics,,,other
26408,lobelia4cosmetics,bottle,0.5939,other
26409,lobelia4cosmetics,,,other
26410,lobelia4cosmetics,fork,0.8578,other
26410,lobelia4cosmetics,cup,0.4949,other
26410,lobelia4cosmetics,knife,0.444,other
26411,lobelia4cosmetics,,,other
26412,lobelia4cosmetics,,,other
26413,lobelia4cosmetics,person,0.6776,other
26414,lobelia4cosmetics,,,other
26415,lobelia4cosmetics,sports ball,0.368,other
26416,lobelia4cosmetics,,,other
26417,lobelia4cosmetics,,,other
26418,lobelia4cosmetics,bottle,0.9,other
26419,lobelia4cosmetics,,,other
26420,lobelia4cosmetics,refrigerator,0.3814,other
26421,lobelia4cosmetics,,,other
26423,lobelia4cosmetics,,,other
26424,lobelia4cosmetics,,,other
26425,lobelia4cosmetics,,,other
26426,lobelia4cosmetics,bottle,0.3844,other
26427,lobelia4cosmetics,,,other
26428,lobelia4cosmetics,,,other
26429,lobelia4cosmetics,,,other
26430,lobelia4cosmetics,refrigerator,0.4421,other
26431,lobelia4cosmetics,bottle,0.7881,other
26431,lobelia4cosmetics,bottle,0.5554,other
26431,lobelia4cosmetics,bottle,0.3785,other
26431,lobelia4cosmetics,bottle,0.3652,other
26431,lobelia4cosmetics,bottle,0.3564,other
26432,lobelia4cosmetics,,,other
26433,lobelia4cosmetics,,,other
26434,lobelia4cosmetics,,,other
26435,lobelia4cosmetics,,,other
26436,lobelia4cosmetics,,,other
26437,lobelia4cosmetics,,,other
26438,lobelia4cosmetics,,,other
26439,lobelia4cosmetics,bottle,0.8619,other
26440,lobelia4cosmetics,cup,0.7179,other
26440,lobelia4cosmetics,cup,0.3851,other
26441,lobelia4cosmetics,,,other
26442,lobelia4cosmetics,,,other
26443,lobelia4cosmetics,bottle,0.4823,other
26443,lobelia4cosmetics,bottle,0.4725,other
26443,lobelia4cosmetics,bottle,0.4318,other
26444,lobelia4cosmetics,bottle,0.5669,other
26444,lobelia4cosmetics,bottle,0.3779,other
26445,lobelia4cosmetics,,,other
26446,lobelia4cosmetics,,,other
26447,lobelia4cosmetics,bottle,0.744,other
26448,lobelia4cosmetics,bottle,0.475,other
26449,lobelia4cosmetics,person,0.6776,other
26450,lobelia4cosmetics,,,other
26451,lobelia4cosmetics,,,other
26452,lobelia4cosmetics,cup,0.354,other
26453,lobelia4cosmetics,bottle,0.8124,other
26454,lobelia4cosmetics,,,other
26455,lobelia4cosmetics,fork,0.8578,other
26455,lobelia4cosmetics,cup,0.4949,other
26455,lobelia4cosmetics,knife,0.444,other
26456,lobelia4cosmetics,bottle,0.4263,other
26457,lobelia4cosmetics,,,other
26458,lobelia4cosmetics,,,other
26460,lobelia4cosmetics,bottle,0.9058,other
26461,lobelia4cosmetics,bottle,0.9,other
26462,lobelia4cosmetics,bottle,0.6695,other
26462,lobelia4cosmetics,vase,0.6104,other
26463,lobelia4cosmetics,cup,0.7179,other
26463,lobelia4cosmetics,cup,0.3851,other
26464,lobelia4cosmetics,,,other
26465,lobelia4cosmetics,,,other
26466,lobelia4cosmetics,bottle,0.475,other
26467,lobelia4cosmetics,,,other
26468,lobelia4cosmetics,fork,0.8578,other
26468,lobelia4cosmetics,cup,0.4949,other
26468,lobelia4cosmetics,knife,0.444,other
26469,lobelia4cosmetics,,,other
26470,lobelia4cosmetics,,,other
26471,lobelia4cosmetics,person,0.6776,other
26472,lobelia4cosmetics,,,other
26473,lobelia4cosmetics,sports ball,0.368,other
26474,lobelia4cosmetics,,,other
26475,lobelia4cosmetics,,,other
26476,lobelia4cosmetics,,,other
26477,lobelia4cosmetics,,,other
26478,lobelia4cosmetics,,,other
26479,lobelia4cosmetics,bottle,0.4263,other
26480,lobelia4cosmetics,,,other
26481,lobelia4cosmetics,bottle,0.8619,other
26482,lobelia4cosmetics,,,other
26483,lobelia4cosmetics,,,other
26484,lobelia4cosmetics,,,other
26485,lobelia4cosmetics,,,other
26486,lobelia4cosmetics,bottle,0.5097,other
26486,lobelia4cosmetics,bottle,0.5074,other
26486,lobelia4cosmetics,dining table,0.4609,other
26486,lobelia4cosmetics,bottle,0.4239,other
26486,lobelia4cosmetics,bottle,0.4207,other
26486,lobelia4cosmetics,cup,0.3684,other
26487,lobelia4cosmetics,,,other
26488,lobelia4cosmetics,cup,0.4486,other
26489,lobelia4cosmetics,fork,0.8578,other
26489,lobelia4cosmetics,cup,0.4949,other
26489,lobelia4cosmetics,knife,0.444,other
26490,lobelia4cosmetics,,,other
26491,lobelia4cosmetics,refrigerator,0.3814,other
26492,lobelia4cosmetics,person,0.6776,other
26493,lobelia4cosmetics,,,other
26494,lobelia4cosmetics,,,other
26495,lobelia4cosmetics,,,other
26496,lobelia4cosmetics,bottle,0.8619,other
26497,lobelia4cosmetics,,,other
26498,lobelia4cosmetics,,,other
26499,lobelia4cosmetics,bottle,0.9345,other
26499,lobelia4cosmetics,person,0.7855,other
26499,lobelia4cosmetics,person,0.6679,other
26499,lobelia4cosmetics,orange,0.4591,other
26499,lobelia4cosmetics,orange,0.3661,other
26499,lobelia4cosmetics,person,0.3541,other
26499,lobelia4cosmetics,orange,0.3525,other
26500,lobelia4cosmetics,person,0.8004,other
26501,lobelia4cosmetics,bottle,0.8742,other
26502,lobelia4cosmetics,bottle,0.7407,other
26503,lobelia4cosmetics,orange,0.8507,other
26503,lobelia4cosmetics,orange,0.7533,other
26503,lobelia4cosmetics,bowl,0.4617,other
26503,lobelia4cosmetics,dining table,0.4286,other
26504,lobelia4cosmetics,cup,0.354,other
26505,lobelia4cosmetics,,,other
26506,lobelia4cosmetics,bottle,0.6433,other
26506,lobelia4cosmetics,bottle,0.6279,other
26506,lobelia4cosmetics,bottle,0.4022,other
26506,lobelia4cosmetics,bottle,0.3563,other
26507,lobelia4cosmetics,,,other
26508,lobelia4cosmetics,,,other
26509,lobelia4cosmetics,fork,0.8578,other
26509,lobelia4cosmetics,cup,0.4949,other
26509,lobelia4cosmetics,knife,0.444,other
26510,lobelia4cosmetics,,,other
26511,lobelia4cosmetics,,,other
26512,lobelia4cosmetics,sports ball,0.368,other
26513,lobelia4cosmetics,,,other
26514,lobelia4cosmetics,,,other
26515,lobelia4cosmetics,,,other
26516,lobelia4cosmetics,bottle,0.5097,other
26516,lobelia4cosmetics,bottle,0.5074,other
26516,lobelia4cosmetics,dining table,0.4609,other
26516,lobelia4cosmetics,bottle,0.4239,other
26516,lobelia4cosmetics,bottle,0.4207,other
26516,lobelia4cosmetics,cup,0.3684,other
26517,lobelia4cosmetics,,,other
26518,lobelia4cosmetics,person,0.7035,other
26518,lobelia4cosmetics,person,0.6184,other
26519,lobelia4cosmetics,,,other
26520,lobelia4cosmetics,,,other
26521,lobelia4cosmetics,,,other
26523,lobelia4cosmetics,dining table,0.4378,other
26524,lobelia4cosmetics,,,other
26525,lobelia4cosmetics,,,other
26526,lobelia4cosmetics,person,0.8894,other
26526,lobelia4cosmetics,person,0.7644,other
26526,lobelia4cosmetics,person,0.5231,other
26527,lobelia4cosmetics,person,0.8004,other
26528,lobelia4cosmetics,bottle,0.8742,other
26529,lobelia4cosmetics,,,other
26530,lobelia4cosmetics,bottle,0.744,other
26531,lobelia4cosmetics,bottle,0.9058,other
26532,lobelia4cosmetics,,,other
26533,lobelia4cosmetics,refrigerator,0.3814,other
26534,lobelia4cosmetics,person,0.6776,other
26535,lobelia4cosmetics,,,other
26536,lobelia4cosmetics,,,other
26537,lobelia4cosmetics,bottle,0.475,other
26538,lobelia4cosmetics,cup,0.354,other
26539,lobelia4cosmetics,bottle,0.8124,other
26540,lobelia4cosmetics,,,other
26541,lobelia4cosmetics,,,other
26542,lobelia4cosmetics,,,other
26543,lobelia4cosmetics,orange,0.4805,other
26544,lobelia4cosmetics,,,other
26545,lobelia4cosmetics,,,other
26546,lobelia4cosmetics,fork,0.8578,other
26546,lobelia4cosmetics,cup,0.4949,other
26546,lobelia4cosmetics,knife,0.444,other
26547,lobelia4cosmetics,,,other
26548,lobelia4cosmetics,,,other
26549,lobelia4cosmetics,person,0.6776,other
26550,lobelia4cosmetics,,,other
26551,lobelia4cosmetics,sports ball,0.368,other
26552,lobelia4cosmetics,,,other
26553,lobelia4cosmetics,,,other
26554,lobelia4cosmetics,refrigerator,0.3814,other
26555,lobelia4cosmetics,bottle,0.4263,other
26556,lobelia4cosmetics,,,other
26557,lobelia4cosmetics,,,other
26558,lobelia4cosmetics,,,other
26559,lobelia4cosmetics,,,other
26560,lobelia4cosmetics,,,other
26561,lobelia4cosmetics,,,other
26562,lobelia4cosmetics,bottle,0.8619,other
26563,lobelia4cosmetics,,,other
26564,lobelia4cosmetics,,,other
26565,lobelia4cosmetics,,,other
26566,lobelia4cosmetics,cup,0.354,other
26567,lobelia4cosmetics,,,other
26568,lobelia4cosmetics,bottle,0.6433,other
26568,lobelia4cosmetics,bottle,0.6279,other
26568,lobelia4cosmetics,bottle,0.4022,other
26568,lobelia4cosmetics,bottle,0.3563,other
26569,lobelia4cosmetics,,,other
26570,lobelia4cosmetics,,,other
26571,lobelia4cosmetics,bottle,0.6695,other
26571,lobelia4cosmetics,vase,0.6104,other
26572,lobelia4cosmetics,bottle,0.4643,other
26573,lobelia4cosmetics,bottle,0.573,other
26573,lobelia4cosmetics,bottle,0.5491,other
26573,lobelia4cosmetics,bottle,0.3823,other
26574,lobelia4cosmetics,book,0.4796,other
26574,lobelia4cosmetics,book,0.3902,other
26575,lobelia4cosmetics,,,other
26576,lobelia4cosmetics,bottle,0.4999,other
26577,lobelia4cosmetics,refrigerator,0.4215,other
26578,lobelia4cosmetics,bottle,0.677,other
26579,lobelia4cosmetics,,,other
26580,lobelia4cosmetics,,,other
26581,lobelia4cosmetics,bottle,0.4823,other
26581,lobelia4cosmetics,bottle,0.4725,other
26581,lobelia4cosmetics,bottle,0.4318,other
26582,lobelia4cosmetics,bottle,0.5669,other
26582,lobelia4cosmetics,bottle,0.3779,other
26583,lobelia4cosmetics,,,other
26584,lobelia4cosmetics,cell phone,0.4422,other
26584,lobelia4cosmetics,donut,0.4114,other
26585,lobelia4cosmetics,fork,0.8578,other
26585,lobelia4cosmetics,cup,0.4949,other
26585,lobelia4cosmetics,knife,0.444,other
26586,lobelia4cosmetics,,,other
26587,lobelia4cosmetics,,,other
26588,lobelia4cosmetics,sports ball,0.368,other
26589,lobelia4cosmetics,person,0.6776,other
26590,lobelia4cosmetics,,,other
26591,lobelia4cosmetics,,,other
26592,lobelia4cosmetics,,,other
26593,lobelia4cosmetics,bottle,0.5939,other
26594,lobelia4cosmetics,,,other
26595,lobelia4cosmetics,,,other
26596,lobelia4cosmetics,bottle,0.9058,other
26597,lobelia4cosmetics,person,0.8004,other
26598,lobelia4cosmetics,bottle,0.7407,other
26599,lobelia4cosmetics,bottle,0.5097,other
26599,lobelia4cosmetics,bottle,0.5074,other
26599,lobelia4cosmetics,dining table,0.4609,other
26599,lobelia4cosmetics,bottle,0.4239,other
26599,lobelia4cosmetics,bottle,0.4207,other
26599,lobelia4cosmetics,cup,0.3684,other
26600,lobelia4cosmetics,,,other
26601,lobelia4cosmetics,bottle,0.4263,other
26602,lobelia4cosmetics,,,other
26603,lobelia4cosmetics,,,other
26604,lobelia4cosmetics,,,other
26605,lobelia4cosmetics,,,other
26606,lobelia4cosmetics,bottle,0.6768,other
26607,lobelia4cosmetics,bottle,0.7881,other
26607,lobelia4cosmetics,bottle,0.5554,other
26607,lobelia4cosmetics,bottle,0.3785,other
26607,lobelia4cosmetics,bottle,0.3652,other
26607,lobelia4cosmetics,bottle,0.3564,other
26608,lobelia4cosmetics,,,other
26609,lobelia4cosmetics,,,other
26610,lobelia4cosmetics,,,other
26611,lobelia4cosmetics,bottle,0.8619,other
26612,lobelia4cosmetics,,,other
26613,lobelia4cosmetics,,,other
26614,lobelia4cosmetics,cup,0.4486,other
26615,lobelia4cosmetics,,,other
26616,lobelia4cosmetics,,,other
26617,lobelia4cosmetics,refrigerator,0.5083,other
26617,lobelia4cosmetics,bottle,0.4445,other
26617,lobelia4cosmetics,bottle,0.3976,other
26618,lobelia4cosmetics,bottle,0.4823,other
26618,lobelia4cosmetics,bottle,0.4725,other
26618,lobelia4cosmetics,bottle,0.4318,other
26619,lobelia4cosmetics,bottle,0.5669,other
26619,lobelia4cosmetics,bottle,0.3779,other
